date,hrv_rmssd_ms,resting_hr_bpm,sleep_hours,weight_kg,ctl,atl,source
2025-01-01,,,,,12.469884,25.331972,intervals
2025-01-02,,,,,14.81166,36.869404,intervals
2025-01-03,,,,,14.463166,42.877285,intervals
2025-01-04,,,,,14.122872,37.169373,intervals
2025-01-05,,,,,13.790585,32.221306,intervals
2025-01-06,,,,,13.466115,34.45492,intervals
2025-01-07,,,,,13.14928,32.26441,intervals
2025-01-08,,,,,13.781032,35.157894,intervals
2025-01-09,,,,,13.456787,33.805653,intervals
2025-01-10,,,,,13.140172,38.357677,intervals
2025-01-11,,,,,12.831006,33.251423,intervals
2025-01-12,,,,,12.529114,34.549175,intervals
2025-01-13,,,,,12.963702,34.076702,intervals
2025-01-14,,,,,12.658689,29.54034,intervals
2025-01-15,,,,,12.360851,25.607868,intervals
2025-01-16,,,,,12.070022,22.731384,intervals
2025-01-17,,,,,11.786035,20.370945,intervals
2025-01-18,,,,,11.508729,17.659122,intervals
2025-01-19,,,,,11.237948,17.03889,intervals
2025-01-20,,,,,10.973538,24.887918,intervals
2025-01-21,,,,,10.715349,22.772886,intervals
2025-01-22,,,,,10.463235,25.465563,intervals
2025-01-23,,,,,10.217052,25.536709,intervals
2025-01-24,,,,,9.976663,25.465261,intervals
2025-01-25,,,,,11.624193,38.44929,intervals
2025-01-26,,,,,11.374224,34.262695,intervals
2025-01-27,,,,,11.106607,33.562115,intervals
2025-01-28,,,,,10.845287,29.094255,intervals
2025-01-29,,,,,10.590116,28.416098,intervals
2025-01-30,,,,,11.140911,29.15944,intervals
2025-01-31,,,,,10.878784,36.45993,intervals
2025-02-01,,,,,14.081487,51.175255,intervals
2025-02-02,,,,,13.750173,48.622604,intervals
2025-02-03,,,,,13.426654,42.68235,intervals
2025-02-04,,,,,13.110747,39.529705,intervals
2025-02-05,,,,,13.649293,40.657288,intervals
2025-02-06,,,,,13.328148,40.17042,intervals
2025-02-07,,,,,13.014559,40.94647,intervals
2025-02-08,,,,,12.849518,42.55106,intervals
2025-02-09,,,,,12.547191,41.14648,intervals
2025-02-10,,,,,12.251976,35.668976,intervals
2025-02-11,,,,,13.657746,40.50544,intervals
2025-02-12,,,,,13.336403,38.70757,intervals
2025-02-13,,,,,13.0932045,33.9541,intervals
2025-02-14,,,,,14.0086155,39.151974,intervals
2025-02-15,,,,,13.679016,37.53428,intervals
2025-02-16,,,,,13.357172,32.537636,intervals
2025-02-17,,,,,13.0429,32.732307,intervals
2025-02-18,,,,,14.077136,35.962875,intervals
2025-02-19,,,,,15.957586,43.6889,intervals
2025-02-20,,,,,15.582131,39.869774,intervals
2025-02-21,,,,,15.21551,42.283306,intervals
2025-02-22,,,,,14.881043,37.71944,intervals
2025-02-23,,,,,14.530917,35.36059,intervals
2025-02-24,,,,,14.847822,34.380733,intervals
2025-02-25,,,,,14.498478,29.803898,intervals
2025-02-26,,,,,14.157353,30.495613,intervals
2025-02-27,,,,,15.094784,34.157055,intervals
2025-02-28,,,,,14.739629,33.07117,intervals
2025-03-01,,,,,14.463415,33.860428,intervals
2025-03-02,,,,,14.123116,29.352856,intervals
2025-03-03,,,,,14.331974,29.17276,intervals
2025-03-04,,,,,13.994767,30.480984,intervals
2025-03-05,,,,,16.347721,41.59921,intervals
2025-03-06,,,,,15.963087,39.52261,intervals
2025-03-07,,,,,15.5875025,40.65114,intervals
2025-03-08,,,,,15.244283,38.16826,intervals
2025-03-09,,,,,14.885611,33.08722,intervals
2025-03-10,,,,,14.958887,31.078777,intervals
2025-03-11,,,,,14.60693,32.133266,intervals
2025-03-12,,,,,16.827839,42.36593,intervals
2025-03-13,,,,,16.431908,42.184093,intervals
2025-03-14,,,,,16.045292,39.76339,intervals
2025-03-15,,,,,15.667773,35.00249,intervals
2025-03-16,,,,,15.299137,35.401527,intervals
2025-03-17,,,,,16.139118,37.478027,intervals
2025-03-18,,,,,15.759392,32.488873,intervals
2025-03-19,,,,,15.3886,28.163885,intervals
2025-03-20,,,,,15.026532,24.41465,intervals
2025-03-21,,,,,14.672983,21.16452,intervals
2025-03-22,,,,,14.327753,19.811398,intervals
2025-03-23,,,,,13.990645,17.174063,intervals
2025-03-24,,,,,13.661469,16.085915,intervals
2025-03-25,,,,,13.340038,18.603798,intervals
2025-03-26,,,,,14.0143585,21.71835,intervals
2025-03-27,,,,,13.684625,18.827158,intervals
2025-03-28,,,,,14.656706,23.642563,intervals
2025-03-29,,,,,14.311858,20.495214,intervals
2025-03-30,,,,,13.975124,22.95861,intervals
2025-03-31,,,,,18.681372,48.39044,intervals
2025-04-01,,,,,18.24183,41.948605,intervals
2025-04-02,,,,,17.812632,41.156715,intervals
2025-04-03,,,,,17.39353,36.210335,intervals
2025-04-04,,,,,16.98429,48.163322,intervals
2025-04-05,,,,,16.584677,42.550453,intervals
2025-04-06,,,,,18.994337,52.727577,intervals
2025-04-07,,,,,18.806244,47.172714,intervals
2025-04-08,,,,,18.363764,43.954792,intervals
2025-04-09,,,,,20.708036,53.811844,intervals
2025-04-10,,,,,20.220812,51.440693,intervals
2025-04-11,,,,,19.74505,56.0413,intervals
2025-04-12,,,,,19.280483,48.580967,intervals
2025-04-13,,,,,22.54432,63.147057,intervals
2025-04-14,,,,,22.813852,59.26694,intervals
2025-04-15,,,,,22.27708,54.838375,intervals
2025-04-16,,,,,22.952883,54.327404,intervals
2025-04-17,,,,,22.41284,51.754498,intervals
2025-04-18,,,,,23.556013,54.316498,intervals
2025-04-19,,,,,23.00178,48.550114,intervals
2025-04-20,,,,,23.495832,47.944393,intervals
2025-04-21,,,,,22.943016,43.958134,intervals
2025-04-22,,,,,22.403206,42.499363,intervals
2025-04-23,,,,,23.852474,48.024014,intervals
2025-04-24,,,,,23.761831,44.2934,intervals
2025-04-25,,,,,23.202755,45.186195,intervals
2025-04-26,,,,,28.609497,72.85081,intervals
2025-04-27,,,,,27.936363,64.617096,intervals
2025-04-28,,,,,28.290785,61.739384,intervals
2025-04-29,,,,,27.62515,57.913536,intervals
2025-04-30,,,,,26.975178,50.203964,intervals
2025-05-01,,,,,35.328312,94.37335,intervals
2025-05-02,,,,,34.497097,82.475784,intervals
2025-05-03,,,,,33.68544,73.49326,intervals
2025-05-04,,,,,36.092728,81.81429,intervals
2025-05-05,,,,,36.255245,76.647255,intervals
2025-05-06,,,,,35.40222,68.84001,intervals
2025-05-07,,,,,36.145664,68.59506,intervals
2025-05-08,,,,,35.29522,59.463543,intervals
2025-05-09,,,,,35.33533,56.47315,intervals
2025-05-10,,,,,35.327442,53.614597,intervals
2025-05-11,,,,,34.543304,52.467804,intervals
2025-05-12,,,,,34.38935,49.210598,intervals
2025-05-13,,,,,33.580227,48.516953,intervals
2025-05-14,,,,,33.966557,48.71438,intervals
2025-05-15,,,,,36.53193,61.265877,intervals
2025-05-16,,,,,40.260414,79.06885,intervals
2025-05-17,,,,,42.677704,91.306915,intervals
2025-05-18,,,,,41.67357,79.15195,intervals
2025-05-19,,,,,40.69306,68.615074,intervals
2025-05-20,,,,,40.935566,69.73129,intervals
2025-05-21,,,,,41.26648,67.77023,intervals
2025-05-22,,,,,40.319077,58.88164,intervals
2025-05-23,,,,,41.652683,63.956036,intervals
2025-05-24,,,,,40.672665,55.442074,intervals
2025-05-25,,,,,39.715706,52.853905,intervals
2025-05-26,,,,,39.863564,52.473988,intervals
2025-05-27,,,,,38.92564,46.952885,intervals
2025-05-28,,,,,38.974445,52.150917,intervals
2025-05-29,,,,,39.022102,50.666485,intervals
2025-05-30,,,,,39.04511,49.24654,intervals
