date,hrv_rmssd_ms,resting_hr_bpm,sleep_hours,weight_kg,ctl,atl,source
2023-05-21,,,,,0.0,0.0,intervals
2023-05-22,,,,,0.0,2.52932,intervals
2023-05-23,,,,,0.6117361,5.9200306,intervals
2023-05-24,,,,,2.5266647,16.181078,intervals
2023-05-25,,,,,2.4672165,14.426385,intervals
2023-05-26,,,,,2.409167,12.772159,intervals
2023-05-27,,,,,11.034431,60.19396,intervals
2023-05-28,,,,,10.77481,52.7133,intervals
2023-05-29,,,,,10.5212965,48.358437,intervals
2023-05-30,,,,,10.626673,47.378864,intervals
2023-05-31,,,,,10.423701,47.99404,intervals
2023-06-01,,,,,10.343147,46.663612,intervals
2023-06-02,,,,,10.099791,40.451653,intervals
2023-06-03,,,,,10.779764,40.258404,intervals
2023-06-04,,,,,10.808475,39.558395,intervals
2023-06-05,,,,,10.55417,38.951572,intervals
2023-06-06,,,,,10.682301,39.889874,intervals
2023-06-07,,,,,10.430964,34.57965,intervals
2023-06-08,,,,,10.491409,32.37253,intervals
2023-06-09,,,,,19.938229,82.90934,intervals
2023-06-10,,,,,19.516172,72.13852,intervals
2023-06-11,,,,,19.151104,65.86334,intervals
2023-06-12,,,,,18.70051,59.35855,intervals
2023-06-13,,,,,18.260519,53.45345,intervals
2023-06-14,,,,,19.101408,53.526207,intervals
2023-06-15,,,,,19.334305,53.456158,intervals
2023-06-16,,,,,18.926458,59.38593,intervals
2023-06-17,,,,,20.528114,63.061974,intervals
2023-06-18,,,,,20.092178,54.933277,intervals
2023-06-19,,,,,19.619444,49.484154,intervals
2023-06-20,,,,,19.157831,46.357895,intervals
2023-06-21,,,,,20.259949,48.972694,intervals
2023-06-22,,,,,20.489115,53.901848,intervals
2023-06-23,,,,,20.054096,46.992565,intervals
2023-06-24,,,,,19.652842,41.13618,intervals
2023-06-25,,,,,19.190443,42.049908,intervals
2023-06-26,,,,,18.738924,37.783356,intervals
2023-06-27,,,,,18.603897,36.74722,intervals
2023-06-28,,,,,19.366123,38.64458,intervals
2023-06-29,,,,,18.910471,36.695065,intervals
2023-06-30,,,,,20.488974,47.518547,intervals
2023-07-01,,,,,20.006903,47.05015,intervals
2023-07-02,,,,,19.536175,41.984837,intervals
2023-07-03,,,,,19.07652,39.723778,intervals
2023-07-04,,,,,20.415834,44.552944,intervals
2023-07-05,,,,,19.98254,41.950016,intervals
2023-07-06,,,,,21.229952,46.083454,intervals
2023-07-07,,,,,22.07156,47.536686,intervals
2023-07-08,,,,,21.57578,41.341625,intervals
2023-07-09,,,,,21.32695,37.302483,intervals
2023-07-10,,,,,21.036919,33.534798,intervals
2023-07-11,,,,,20.541956,32.797993,intervals
2023-07-12,,,,,21.517393,36.685425,intervals
2023-07-13,,,,,21.105238,37.126667,intervals
2023-07-14,,,,,20.608667,44.564644,intervals
2023-07-15,,,,,20.12378,40.628937,intervals
2023-07-16,,,,,19.744413,35.752815,intervals
2023-07-17,,,,,19.279861,33.922012,intervals
2023-07-18,,,,,18.826239,36.9942,intervals
2023-07-19,,,,,18.406816,35.264385,intervals
2023-07-20,,,,,19.267792,37.891632,intervals
2023-07-21,,,,,18.814453,36.974205,intervals
2023-07-22,,,,,20.418743,43.633743,intervals
2023-07-23,,,,,19.938324,37.825127,intervals
2023-07-24,,,,,19.46921,35.05284,intervals
2023-07-25,,,,,19.011131,31.850876,intervals
2023-07-26,,,,,18.563831,30.007019,intervals
2023-07-27,,,,,19.279943,32.535404,intervals
2023-07-28,,,,,18.826319,33.529106,intervals
2023-07-29,,,,,18.595121,31.594961,intervals
2023-07-30,,,,,20.016346,37.90562,intervals
2023-07-31,,,,,19.545395,33.924522,intervals
2023-08-01,,,,,19.956072,35.532036,intervals
2023-08-02,,,,,21.651144,43.04917,intervals
2023-08-03,,,,,22.24756,43.575115,intervals
2023-08-04,,,,,21.865282,38.573036,intervals
2023-08-05,,,,,21.421413,33.83748,intervals
2023-08-06,,,,,30.234615,82.04932,intervals
2023-08-07,,,,,29.546774,71.79235,intervals
2023-08-08,,,,,28.851587,65.69638,intervals
2023-08-09,,,,,28.172758,58.281963,intervals
2023-08-10,,,,,27.509901,51.85457,intervals
2023-08-11,,,,,26.86264,46.549046,intervals
2023-08-12,,,,,26.230608,40.884827,intervals
2023-08-13,,,,,25.613445,35.442154,intervals
2023-08-14,,,,,27.057768,50.29297,intervals
2023-08-15,,,,,27.85637,51.71831,intervals
2023-08-16,,,,,27.200958,46.83029,intervals
2023-08-17,,,,,26.560966,41.927364,intervals
2023-08-18,,,,,25.936031,40.073326,intervals
2023-08-19,,,,,25.419914,40.196686,intervals
2023-08-20,,,,,25.974714,41.368603,intervals
2023-08-21,,,,,25.363573,37.99148,intervals
2023-08-22,,,,,25.660887,38.791348,intervals
2023-08-23,,,,,25.057129,37.621025,intervals
2023-08-24,,,,,25.596935,39.002697,intervals
2023-08-25,,,,,24.994682,38.46985,intervals
2023-08-26,,,,,32.66504,90.05868,intervals
2023-08-27,,,,,31.896486,79.00173,intervals
2023-08-28,,,,,31.146015,70.08232,intervals
2023-08-29,,,,,30.413202,61.81779,intervals
2023-08-30,,,,,29.697632,53.588478,intervals
2023-08-31,,,,,28.998898,49.649597,intervals
